start_timestamp,end_timestamp,activity,process,factory,worker,source_file,case_id
2000-01-01 22:41:43,2000-01-01 22:42:13,carry finished batch to consolidation point,Finished goods transport,factory_001,worker_001,factory001_worker001_00009.csv,factory_001_worker_001
2000-01-01 22:42:13,2000-01-01 22:42:36,dump finished pieces into bulk container,Finished goods transport,factory_001,worker_001,factory001_worker001_00009.csv,factory_001_worker_001
2000-01-01 22:42:51,2000-01-01 22:43:12,drag unassembled metal parts closer to fixture,Material replenishment,factory_001,worker_001,factory001_worker001_00009.csv,factory_001_worker_001
2000-01-01 22:43:12,2000-01-01 22:47:03,actuate machine press,Metal stamping,factory_001,worker_001,factory001_worker001_00009.csv,factory_001_worker_001
2000-01-01 22:47:03,2000-01-01 22:50:25,actuate machine press,Metal stamping,factory_001,worker_001,factory001_worker001_00010.csv,factory_001_worker_001
2000-01-01 22:50:25,2000-01-01 22:51:16,drag unassembled metal parts closer to fixture,Material replenishment,factory_001,worker_001,factory001_worker001_00010.csv,factory_001_worker_001
2000-01-01 22:51:16,2000-01-01 22:51:25,hand part to coworker for inspection,Metal stamping,factory_001,worker_001,factory001_worker001_00010.csv,factory_001_worker_001
2000-01-01 22:51:25,2000-01-01 22:51:32,hold unbent pieces in non-dominant hand,Metal stamping,factory_001,worker_001,factory001_worker001_00010.csv,factory_001_worker_001
2000-01-01 22:51:32,2000-01-01 22:52:01,scoop raw parts into bin,Material replenishment,factory_001,worker_001,factory001_worker001_00010.csv,factory_001_worker_001
2000-01-01 22:52:01,2000-01-01 23:00:57,actuate machine press,Metal stamping,factory_001,worker_001,factory001_worker001_00010.csv,factory_001_worker_001
2000-01-01 23:01:05,2000-01-01 23:07:03,actuate machine press,Metal stamping,factory_001,worker_001,factory001_worker001_00010.csv,factory_001_worker_001
